customer_id,product_name,quantity,unit_price,order_status,order_date
861,Headphones,5,2599,Delivered,2026-03-24
451,Standing Desk,2,4050,Confirmed,2026-03-27
328,Mouse,9,499,Shipped,2026-03-30
393,Keyboard,3,895,Confirmed,2026-03-28
339,Monitor,9,14500,Shipped,2026-03-24
853,USB Hub,7,700,Pending,2026-03-25
713,Router,1,800,Delivered,2026-03-25
361,Desk Lamp,5,1100,Pending,2026-03-25
753,USB Hub,9,700,Delivered,2026-03-28
447,Desk Lamp,8,1100,Confirmed,2026-03-31
696,USB Hub,7,700,Shipped,2026-03-29
638,Desk Lamp,9,1100,Delivered,2026-03-31
679,USB Hub,1,700,Delivered,2026-03-30
888,Standing Desk,8,4050,Shipped,2026-03-29
336,Laptop,4,45000,Shipped,2026-03-24
901,Webcam,7,999,Shipped,2026-03-27
432,Router,5,800,Cancelled,2026-03-30
553,Desk Lamp,1,1100,Pending,2026-03-26
800,Mouse,1,499,Delivered,2026-03-31
21,Mouse,10,499,Confirmed,2026-03-29
686,Mouse,2,499,Confirmed,2026-03-28
786,Desk Lamp,6,1100,Delivered,2026-03-29
766,Chair,2,1800,Delivered,2026-03-29
27,Headphones,5,2599,Confirmed,2026-03-25
204,USB Hub,2,700,Delivered,2026-03-28
309,Monitor,10,14500,Delivered,2026-03-30
802,Router,1,800,Cancelled,2026-03-26
380,Table,2,5999,Shipped,2026-03-26
843,Laptop,8,45000,Delivered,2026-03-30
651,USB Hub,8,700,Cancelled,2026-03-29
535,USB Hub,5,700,Confirmed,2026-03-24
749,Desk Lamp,10,1100,Shipped,2026-03-27
851,Webcam,2,999,Delivered,2026-03-27
476,Desk Lamp,10,1100,Confirmed,2026-03-25
872,Webcam,6,999,Pending,2026-03-29
817,Desk Lamp,5,1100,Confirmed,2026-03-26
719,Headphones,5,2599,Delivered,2026-03-31
88,Table,4,5999,Delivered,2026-03-25
247,Desk Lamp,8,1100,Delivered,2026-03-24
96,Desk Lamp,5,1100,Delivered,2026-03-28
314,USB Hub,10,700,Delivered,2026-03-26
353,Desk Lamp,7,1100,Delivered,2026-03-26
278,Webcam,5,999,Delivered,2026-03-27
198,Mouse,6,499,Confirmed,2026-03-30
781,Mobile,3,21000,Delivered,2026-03-28
284,Mouse,10,499,Delivered,2026-03-27
304,Monitor,4,14500,Delivered,2026-03-26
726,Keyboard,9,895,Shipped,2026-03-29
56,Headphones,9,2599,Pending,2026-03-27
654,Mobile,8,21000,Delivered,2026-03-30
481,Laptop,8,45000,Delivered,2026-03-24
53,Webcam,5,999,Confirmed,2026-03-24
411,Monitor,8,14500,Delivered,2026-03-30
55,Chair,3,1800,Delivered,2026-03-29
312,Router,2,800,Delivered,2026-03-28
427,Monitor,10,14500,Delivered,2026-03-28
462,Router,8,800,Delivered,2026-03-27
313,Chair,10,1800,Cancelled,2026-03-31
102,Chair,4,1800,Cancelled,2026-03-28
161,Headphones,4,2599,Delivered,2026-03-29
3,Table,7,5999,Pending,2026-03-24
299,Mobile,1,21000,Delivered,2026-03-28
720,Headphones,8,2599,Delivered,2026-03-30
271,Standing Desk,10,4050,Confirmed,2026-03-28
231,USB Hub,3,700,Confirmed,2026-03-27
170,Keyboard,5,895,Pending,2026-03-27
706,Desk Lamp,5,1100,Confirmed,2026-03-25
506,Headphones,8,2599,Delivered,2026-03-30
443,Chair,6,1800,Pending,2026-03-27
985,Laptop,10,45000,Pending,2026-03-31
276,Router,10,800,Delivered,2026-03-31
482,Router,9,800,Delivered,2026-03-24
600,Headphones,7,2599,Confirmed,2026-03-24
419,Monitor,6,14500,Delivered,2026-03-26
165,Standing Desk,6,4050,Confirmed,2026-03-25
679,Mobile,7,21000,Delivered,2026-03-31
259,Desk Lamp,6,1100,Pending,2026-03-30
527,Router,1,800,Shipped,2026-03-24
531,USB Hub,6,700,Pending,2026-03-24
53,Standing Desk,4,4050,Shipped,2026-03-27
295,Table,8,5999,Confirmed,2026-03-24
646,Monitor,10,14500,Pending,2026-03-28
565,Mobile,1,21000,Confirmed,2026-03-25
862,Monitor,2,14500,Confirmed,2026-03-24
158,Monitor,8,14500,Delivered,2026-03-27
426,Table,8,5999,Delivered,2026-03-24
149,Mouse,7,499,Delivered,2026-03-28
901,Chair,3,1800,Delivered,2026-03-30
875,Headphones,7,2599,Delivered,2026-03-26
841,Router,1,800,Delivered,2026-03-27
602,Mobile,10,21000,Shipped,2026-03-24
496,Keyboard,6,895,Shipped,2026-03-26
387,Table,8,5999,Delivered,2026-03-26
245,Mouse,10,499,Cancelled,2026-03-25
421,Mouse,1,499,Delivered,2026-03-26
936,Mobile,7,21000,Delivered,2026-03-25
668,Standing Desk,3,4050,Delivered,2026-03-24
989,Laptop,10,45000,Confirmed,2026-03-26
451,Monitor,2,14500,Delivered,2026-03-24
420,Laptop,3,45000,Delivered,2026-03-30
272,Desk Lamp,6,1100,Delivered,2026-03-25
337,Standing Desk,9,4050,Pending,2026-03-25
909,Webcam,8,999,Delivered,2026-03-31
647,Chair,5,1800,Pending,2026-03-28
101,Mobile,2,21000,Pending,2026-03-24
926,Keyboard,1,895,Delivered,2026-03-31
301,Webcam,6,999,Delivered,2026-03-26
544,USB Hub,7,700,Confirmed,2026-03-29
625,Keyboard,7,895,Confirmed,2026-03-28
147,Desk Lamp,4,1100,Delivered,2026-03-24
262,Standing Desk,1,4050,Shipped,2026-03-24
162,Headphones,2,2599,Delivered,2026-03-24
307,Webcam,7,999,Cancelled,2026-03-27
204,Desk Lamp,7,1100,Delivered,2026-03-24
586,Monitor,6,14500,Confirmed,2026-03-27
850,Mobile,7,21000,Shipped,2026-03-27
703,Laptop,1,45000,Delivered,2026-03-24
236,Headphones,10,2599,Delivered,2026-03-26
636,Mouse,5,499,Delivered,2026-03-29
643,Standing Desk,1,4050,Pending,2026-03-27
594,Router,6,800,Shipped,2026-03-29
335,Monitor,7,14500,Delivered,2026-03-29
553,Mouse,6,499,Confirmed,2026-03-27
845,Keyboard,8,895,Shipped,2026-03-27
824,Mobile,2,21000,Delivered,2026-03-24
990,Monitor,4,14500,Confirmed,2026-03-25
93,Router,7,800,Delivered,2026-03-31
466,Headphones,6,2599,Delivered,2026-03-27
654,Chair,6,1800,Shipped,2026-03-30
26,Standing Desk,10,4050,Confirmed,2026-03-26
65,Chair,8,1800,Confirmed,2026-03-27
144,Standing Desk,1,4050,Shipped,2026-03-31
119,Headphones,2,2599,Cancelled,2026-03-28
465,Table,6,5999,Confirmed,2026-03-25
159,Chair,7,1800,Delivered,2026-03-30
962,Desk Lamp,5,1100,Delivered,2026-03-31
455,Mobile,8,21000,Shipped,2026-03-28
703,Webcam,6,999,Pending,2026-03-26
195,Laptop,2,45000,Shipped,2026-03-24
658,Monitor,10,14500,Delivered,2026-03-31
250,Laptop,3,45000,Delivered,2026-03-28
568,Monitor,4,14500,Delivered,2026-03-28
152,Mouse,10,499,Shipped,2026-03-31
149,Headphones,3,2599,Delivered,2026-03-27
677,Router,1,800,Confirmed,2026-03-29
808,Laptop,4,45000,Shipped,2026-03-26
54,Laptop,3,45000,Confirmed,2026-03-25
66,Table,8,5999,Confirmed,2026-03-24
608,Router,2,800,Shipped,2026-03-24
630,Table,1,5999,Confirmed,2026-03-27
32,Desk Lamp,1,1100,Delivered,2026-03-24
111,USB Hub,8,700,Shipped,2026-03-24
330,Monitor,10,14500,Delivered,2026-03-29
640,Monitor,10,14500,Confirmed,2026-03-26
544,USB Hub,5,700,Cancelled,2026-03-24
102,Table,2,5999,Delivered,2026-03-28
234,USB Hub,7,700,Delivered,2026-03-26
748,Desk Lamp,2,1100,Shipped,2026-03-26
262,USB Hub,6,700,Shipped,2026-03-29
69,Standing Desk,2,4050,Delivered,2026-03-30
763,Monitor,6,14500,Shipped,2026-03-29
980,Table,9,5999,Pending,2026-03-26
363,Standing Desk,7,4050,Confirmed,2026-03-31
361,Headphones,2,2599,Delivered,2026-03-28
230,Keyboard,2,895,Delivered,2026-03-26
781,Table,5,5999,Shipped,2026-03-28
575,Router,10,800,Shipped,2026-03-31
850,Chair,5,1800,Delivered,2026-03-31
781,Keyboard,5,895,Shipped,2026-03-26
891,Webcam,3,999,Pending,2026-03-25
649,Monitor,1,14500,Confirmed,2026-03-30
386,Mobile,7,21000,Delivered,2026-03-24
320,Webcam,6,999,Confirmed,2026-03-30
773,Laptop,10,45000,Confirmed,2026-03-31
454,Standing Desk,7,4050,Pending,2026-03-24
280,Chair,4,1800,Shipped,2026-03-30
291,Webcam,10,999,Shipped,2026-03-24
47,Table,4,5999,Delivered,2026-03-25
210,Chair,5,1800,Pending,2026-03-28
262,Router,5,800,Confirmed,2026-03-26
765,Monitor,7,14500,Pending,2026-03-29
721,Keyboard,4,895,Shipped,2026-03-26
760,Monitor,1,14500,Shipped,2026-03-25
80,Laptop,6,45000,Delivered,2026-03-25
656,Chair,7,1800,Shipped,2026-03-27
990,Monitor,6,14500,Shipped,2026-03-29
472,Router,6,800,Delivered,2026-03-30
250,USB Hub,7,700,Delivered,2026-03-25
892,Table,5,5999,Pending,2026-03-26
173,Mouse,2,499,Shipped,2026-03-30
928,Table,6,5999,Delivered,2026-03-26
661,Mobile,3,21000,Cancelled,2026-03-28
203,Monitor,3,14500,Confirmed,2026-03-29
78,Router,3,800,Delivered,2026-03-24
779,Desk Lamp,10,1100,Delivered,2026-03-24
579,Standing Desk,10,4050,Delivered,2026-03-26
451,Standing Desk,2,4050,Shipped,2026-03-24
816,Desk Lamp,5,1100,Delivered,2026-03-31
318,Webcam,8,999,Delivered,2026-03-24
852,Laptop,5,45000,Pending,2026-03-30
876,Standing Desk,2,4050,Delivered,2026-03-25
978,Desk Lamp,1,1100,Delivered,2026-03-24
193,Router,6,800,Delivered,2026-03-24
64,Table,8,5999,Confirmed,2026-03-30
352,Router,2,800,Delivered,2026-03-29
449,Laptop,8,45000,Confirmed,2026-03-29
290,Webcam,7,999,Shipped,2026-03-25
613,Router,1,800,Shipped,2026-03-26
572,Monitor,7,14500,Shipped,2026-03-27
673,Headphones,10,2599,Delivered,2026-03-29
680,Webcam,3,999,Pending,2026-03-26
716,Headphones,7,2599,Cancelled,2026-03-29
87,Chair,5,1800,Delivered,2026-03-25
833,Standing Desk,3,4050,Delivered,2026-03-30
521,Standing Desk,6,4050,Delivered,2026-03-31
974,Webcam,4,999,Shipped,2026-03-26
232,Router,3,800,Delivered,2026-03-29
808,Monitor,2,14500,Shipped,2026-03-31
785,Standing Desk,10,4050,Shipped,2026-03-29
167,Chair,3,1800,Shipped,2026-03-29
421,Mobile,6,21000,Shipped,2026-03-28
771,Desk Lamp,8,1100,Delivered,2026-03-28
989,Table,8,5999,Confirmed,2026-03-28
585,Webcam,8,999,Delivered,2026-03-24
392,Router,9,800,Shipped,2026-03-25
821,Keyboard,10,895,Delivered,2026-03-29
493,Headphones,6,2599,Pending,2026-03-30
872,Mobile,2,21000,Delivered,2026-03-27
280,Monitor,8,14500,Delivered,2026-03-29
933,USB Hub,4,700,Pending,2026-03-24
425,Webcam,1,999,Delivered,2026-03-25
396,Table,2,5999,Shipped,2026-03-26
954,Mouse,2,499,Pending,2026-03-26
40,Router,5,800,Confirmed,2026-03-24
778,Mobile,8,21000,Delivered,2026-03-24
82,Chair,1,1800,Pending,2026-03-27
562,Mouse,10,499,Delivered,2026-03-25
244,Monitor,5,14500,Delivered,2026-03-30
655,Laptop,10,45000,Confirmed,2026-03-24
927,Monitor,8,14500,Confirmed,2026-03-31
248,Standing Desk,3,4050,Delivered,2026-03-27
362,USB Hub,4,700,Pending,2026-03-25
88,Keyboard,9,895,Delivered,2026-03-26
558,Monitor,9,14500,Cancelled,2026-03-31
45,USB Hub,7,700,Delivered,2026-03-26
366,Headphones,2,2599,Delivered,2026-03-26
644,Mouse,2,499,Delivered,2026-03-26
560,Keyboard,6,895,Pending,2026-03-29
713,Router,8,800,Delivered,2026-03-29
734,Router,8,800,Confirmed,2026-03-31
811,Headphones,4,2599,Confirmed,2026-03-31
528,Webcam,7,999,Delivered,2026-03-24
663,Headphones,4,2599,Pending,2026-03-27
49,Webcam,6,999,Delivered,2026-03-27
448,Monitor,7,14500,Delivered,2026-03-24
192,USB Hub,8,700,Shipped,2026-03-24
532,Webcam,5,999,Delivered,2026-03-30
441,Mobile,10,21000,Shipped,2026-03-29
106,Table,2,5999,Shipped,2026-03-26
457,Standing Desk,10,4050,Shipped,2026-03-25
360,Keyboard,8,895,Delivered,2026-03-31
362,Mobile,10,21000,Delivered,2026-03-25
811,Headphones,1,2599,Delivered,2026-03-30
373,Standing Desk,9,4050,Delivered,2026-03-29
623,Laptop,8,45000,Confirmed,2026-03-31
798,Keyboard,6,895,Pending,2026-03-26
34,USB Hub,10,700,Delivered,2026-03-29
380,Standing Desk,6,4050,Shipped,2026-03-24
141,Router,9,800,Pending,2026-03-26
286,USB Hub,4,700,Shipped,2026-03-30
512,Laptop,9,45000,Delivered,2026-03-25
794,Table,5,5999,Confirmed,2026-03-24
293,Mouse,8,499,Cancelled,2026-03-28
76,Monitor,8,14500,Confirmed,2026-03-29
90,Mobile,6,21000,Shipped,2026-03-26
556,Mobile,5,21000,Pending,2026-03-27
950,Keyboard,3,895,Delivered,2026-03-26
206,Table,3,5999,Confirmed,2026-03-28
370,Router,9,800,Delivered,2026-03-26
565,Desk Lamp,3,1100,Delivered,2026-03-30
735,Monitor,8,14500,Shipped,2026-03-25
589,Router,2,800,Shipped,2026-03-29
461,Webcam,8,999,Delivered,2026-03-26
799,Keyboard,9,895,Delivered,2026-03-29
444,Router,9,800,Cancelled,2026-03-31
312,Monitor,3,14500,Delivered,2026-03-29
231,Webcam,6,999,Delivered,2026-03-27
651,Monitor,9,14500,Shipped,2026-03-27
630,Keyboard,9,895,Delivered,2026-03-30
607,Table,10,5999,Delivered,2026-03-29
738,Keyboard,10,895,Delivered,2026-03-26
885,Chair,1,1800,Pending,2026-03-30
790,Laptop,10,45000,Delivered,2026-03-27
586,Standing Desk,7,4050,Confirmed,2026-03-31
559,Desk Lamp,5,1100,Delivered,2026-03-27
827,Desk Lamp,7,1100,Confirmed,2026-03-27
62,Desk Lamp,3,1100,Pending,2026-03-24
209,USB Hub,6,700,Delivered,2026-03-29
327,Webcam,6,999,Delivered,2026-03-25
528,Keyboard,9,895,Delivered,2026-03-30
126,Webcam,5,999,Confirmed,2026-03-24
52,Mouse,5,499,Confirmed,2026-03-25
986,Chair,3,1800,Shipped,2026-03-26
195,Chair,3,1800,Delivered,2026-03-24
901,Table,5,5999,Delivered,2026-03-24
403,Laptop,9,45000,Pending,2026-03-24
362,Mouse,1,499,Confirmed,2026-03-31
904,Headphones,8,2599,Delivered,2026-03-27
111,Table,7,5999,Pending,2026-03-29
783,Headphones,7,2599,Delivered,2026-03-26
584,Laptop,9,45000,Shipped,2026-03-28
76,Webcam,7,999,Delivered,2026-03-24
846,Router,10,800,Delivered,2026-03-30
404,Keyboard,6,895,Cancelled,2026-03-26
774,Table,3,5999,Delivered,2026-03-28
513,Chair,1,1800,Delivered,2026-03-31
342,Laptop,8,45000,Confirmed,2026-03-24
528,Keyboard,3,895,Delivered,2026-03-26
403,Chair,10,1800,Shipped,2026-03-27
849,Chair,9,1800,Shipped,2026-03-24
487,Mobile,1,21000,Delivered,2026-03-26
427,Webcam,10,999,Delivered,2026-03-27
894,Router,1,800,Delivered,2026-03-24
802,Headphones,10,2599,Cancelled,2026-03-28
492,Mobile,3,21000,Pending,2026-03-25
249,Keyboard,1,895,Delivered,2026-03-30
322,Mouse,7,499,Pending,2026-03-29
421,USB Hub,9,700,Delivered,2026-03-24
723,Mobile,3,21000,Delivered,2026-03-28
679,Table,8,5999,Shipped,2026-03-25
471,Webcam,9,999,Cancelled,2026-03-26
791,Table,5,5999,Shipped,2026-03-24
286,Mouse,9,499,Cancelled,2026-03-27
305,Mouse,5,499,Delivered,2026-03-28
325,Mobile,8,21000,Delivered,2026-03-26
815,Table,5,5999,Delivered,2026-03-27
557,Monitor,7,14500,Delivered,2026-03-25
824,Webcam,3,999,Cancelled,2026-03-27
732,Laptop,2,45000,Shipped,2026-03-26
766,Desk Lamp,8,1100,Delivered,2026-03-28
278,Mouse,9,499,Delivered,2026-03-27
759,Keyboard,10,895,Confirmed,2026-03-28
927,Mouse,9,499,Pending,2026-03-28
103,Standing Desk,7,4050,Confirmed,2026-03-26
698,Mobile,3,21000,Delivered,2026-03-31
162,Table,7,5999,Cancelled,2026-03-24
775,Desk Lamp,5,1100,Delivered,2026-03-26
930,Headphones,2,2599,Delivered,2026-03-28
871,Table,1,5999,Delivered,2026-03-29
181,USB Hub,1,700,Delivered,2026-03-25
960,Router,5,800,Delivered,2026-03-31
618,Laptop,2,45000,Shipped,2026-03-26
657,Headphones,9,2599,Delivered,2026-03-24
480,Keyboard,5,895,Delivered,2026-03-28
167,Router,8,800,Confirmed,2026-03-27
755,Mobile,6,21000,Confirmed,2026-03-27
198,Chair,3,1800,Delivered,2026-03-25
89,USB Hub,7,700,Delivered,2026-03-30
489,Keyboard,6,895,Cancelled,2026-03-28
242,Laptop,8,45000,Shipped,2026-03-27
741,Webcam,10,999,Shipped,2026-03-31
710,Headphones,4,2599,Delivered,2026-03-31
315,Standing Desk,3,4050,Confirmed,2026-03-25
917,Standing Desk,5,4050,Delivered,2026-03-30
303,Standing Desk,6,4050,Delivered,2026-03-28
490,Mouse,3,499,Cancelled,2026-03-24
383,Mobile,7,21000,Cancelled,2026-03-24
681,Router,4,800,Delivered,2026-03-28
895,Standing Desk,2,4050,Delivered,2026-03-24
80,Table,10,5999,Delivered,2026-03-30
925,Laptop,9,45000,Delivered,2026-03-28
169,Chair,6,1800,Delivered,2026-03-24
735,Monitor,10,14500,Delivered,2026-03-24
457,Monitor,1,14500,Delivered,2026-03-24
468,Keyboard,10,895,Delivered,2026-03-31
827,Table,5,5999,Delivered,2026-03-31
4,USB Hub,4,700,Shipped,2026-03-30
718,Laptop,2,45000,Shipped,2026-03-31
484,Monitor,1,14500,Cancelled,2026-03-27
139,USB Hub,7,700,Confirmed,2026-03-26
940,USB Hub,7,700,Shipped,2026-03-25
678,Monitor,9,14500,Delivered,2026-03-29
122,Standing Desk,3,4050,Delivered,2026-03-25
229,Table,1,5999,Confirmed,2026-03-31
737,Headphones,9,2599,Delivered,2026-03-25
236,Table,4,5999,Shipped,2026-03-24
194,Webcam,2,999,Confirmed,2026-03-31
630,Router,1,800,Delivered,2026-03-28
609,Mouse,1,499,Pending,2026-03-24
894,Chair,1,1800,Delivered,2026-03-28
450,Mobile,4,21000,Pending,2026-03-28
58,Router,3,800,Delivered,2026-03-27
750,Mouse,10,499,Delivered,2026-03-26
689,Chair,6,1800,Delivered,2026-03-28
677,Headphones,9,2599,Delivered,2026-03-28
63,USB Hub,9,700,Shipped,2026-03-29
570,Standing Desk,8,4050,Delivered,2026-03-31
688,Webcam,7,999,Delivered,2026-03-26
153,Mobile,5,21000,Shipped,2026-03-25
485,Keyboard,4,895,Delivered,2026-03-28
148,Headphones,8,2599,Delivered,2026-03-31
427,Table,9,5999,Shipped,2026-03-29
209,USB Hub,6,700,Confirmed,2026-03-30
95,Desk Lamp,9,1100,Delivered,2026-03-28
690,Laptop,10,45000,Shipped,2026-03-31
780,Monitor,10,14500,Confirmed,2026-03-28
929,Desk Lamp,6,1100,Confirmed,2026-03-27
195,Laptop,2,45000,Confirmed,2026-03-24
721,Mouse,4,499,Delivered,2026-03-25
795,Mouse,5,499,Delivered,2026-03-25
368,Desk Lamp,5,1100,Delivered,2026-03-27
510,Webcam,8,999,Delivered,2026-03-30
481,Router,6,800,Cancelled,2026-03-28
47,Webcam,10,999,Shipped,2026-03-28
268,Mobile,9,21000,Confirmed,2026-03-25
338,Headphones,4,2599,Confirmed,2026-03-25
512,Chair,9,1800,Delivered,2026-03-26
501,Headphones,8,2599,Delivered,2026-03-24
361,Keyboard,3,895,Delivered,2026-03-29
189,Mobile,9,21000,Delivered,2026-03-31
868,Table,2,5999,Pending,2026-03-31
141,Router,4,800,Pending,2026-03-30
224,Mobile,9,21000,Confirmed,2026-03-24
654,Webcam,10,999,Pending,2026-03-24
7,Standing Desk,9,4050,Delivered,2026-03-25
740,Laptop,5,45000,Pending,2026-03-27
715,Laptop,7,45000,Delivered,2026-03-29
537,Monitor,3,14500,Delivered,2026-03-28
259,Mouse,6,499,Delivered,2026-03-27
383,Router,7,800,Shipped,2026-03-24
714,Chair,4,1800,Confirmed,2026-03-27
83,Standing Desk,1,4050,Delivered,2026-03-30
566,USB Hub,8,700,Shipped,2026-03-31
176,Standing Desk,2,4050,Pending,2026-03-24
340,USB Hub,10,700,Delivered,2026-03-30
236,Table,4,5999,Delivered,2026-03-24
77,Headphones,5,2599,Pending,2026-03-31
323,Keyboard,1,895,Delivered,2026-03-28
841,Chair,7,1800,Confirmed,2026-03-30
247,Headphones,10,2599,Confirmed,2026-03-25
340,Standing Desk,7,4050,Delivered,2026-03-29
742,Router,2,800,Cancelled,2026-03-26
238,Laptop,2,45000,Pending,2026-03-26
978,Chair,10,1800,Delivered,2026-03-25
650,Router,5,800,Shipped,2026-03-24
567,Desk Lamp,7,1100,Confirmed,2026-03-25
677,Keyboard,7,895,Delivered,2026-03-30
818,Router,4,800,Delivered,2026-03-30
390,Monitor,3,14500,Shipped,2026-03-25
94,Webcam,1,999,Shipped,2026-03-27
277,Desk Lamp,2,1100,Shipped,2026-03-29
460,Monitor,9,14500,Confirmed,2026-03-25
363,Monitor,9,14500,Pending,2026-03-30
333,Chair,7,1800,Delivered,2026-03-31
798,Headphones,2,2599,Shipped,2026-03-28
702,Chair,7,1800,Delivered,2026-03-29
275,Keyboard,8,895,Shipped,2026-03-29
283,Monitor,7,14500,Confirmed,2026-03-27
370,Desk Lamp,5,1100,Delivered,2026-03-28
609,Mobile,10,21000,Delivered,2026-03-28
312,Desk Lamp,1,1100,Confirmed,2026-03-25
390,Webcam,6,999,Delivered,2026-03-24
844,Webcam,10,999,Shipped,2026-03-29
971,Headphones,4,2599,Shipped,2026-03-24
408,Webcam,6,999,Confirmed,2026-03-27
503,Mobile,10,21000,Delivered,2026-03-28
837,Webcam,7,999,Shipped,2026-03-26
